test_06.jpg,0,triangle,0.7997,0.6791,0.1435,0.238,0,0,1.0
test_06.jpg,0,triangle,0.7997,0.6791,0.1435,0.238,0,0,1.0
test_06.jpg,0,circle,0.2429,0.6604,0.0536,0.1257,0,0,1.0
test_06.jpg,0,circle,0.2429,0.6604,0.0536,0.1257,0,0,1.0
test_06.jpg,0,circle,0.3612,0.5775,0.1356,0.4225,0,0,1.0
test_06.jpg,0,circle,0.2366,0.377,0.071,0.1765,0,0,1.0
test_06.jpg,0,circle,0.795,0.369,0.2035,0.3476,0,0,1.0
test_06.jpg,0,circle,0.3754,0.3636,0.1088,0.2005,0,0,1.0
test_06.jpg,0,circle,0.3754,0.3636,0.1088,0.2005,0,0,1.0
test_06.jpg,0,circle,0.5426,0.1818,0.2571,0.4439,0,0,1.0
test_06.jpg,0,circle,0.5426,0.1818,0.2571,0.4439,0,0,1.0
test_06.jpg,0,circle,0.4858,0.1471,0.0789,0.1898,0,0,1.0
test_06.jpg,0,circle,0.4858,0.1471,0.0789,0.1898,0,0,1.0
